Date,Team Name,Half,Officials,Time On Court,Player 1,Player 2,Player 3,Player 4,Player 5,Points,Opp Points,Rebounds,Assists,3pt Made,3pt Att,Shots Made,Shots Att,FT Made,FT Att,Layup Atts,Dunk Atts,Turnovers,Fouls,Average Shot Distance
24-Apr-18,WARRIORS,1,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",236,Shaun Livingston,Klay Thompson,Draymond Green,David West,Quinn Cook,9,6,4,3,1,2,4,6,0,0,1,0,2,2,0
24-Apr-18,WARRIORS,1,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",0,Kevin Durant,Klay Thompson,Draymond Green,David West,Quinn Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Apr-18,WARRIORS,1,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",0,Kevin Durant,Klay Thompson,Draymond Green,David West,Kevon Looney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Apr-18,WARRIORS,1,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",464,Kevin Durant,Klay Thompson,Draymond Green,Andre Iguodala,Kevon Looney,16,12,10,5,1,7,7,15,1,3,4,1,1,2,0
24-Apr-18,WARRIORS,1,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",6,Kevin Durant,Klay Thompson,Draymond Green,Andre Iguodala,Nick Young,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",386,Draymond Green,Andre Iguodala,JaVale McGee,Klay Thompson,Kevin Durant,13,11,7,1,1,3,3,7,6,6,3,0,1,3,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",78,Draymond Green,Andre Iguodala,Kevon Looney,Klay Thompson,Kevin Durant,2,5,1,1,0,1,1,2,0,0,0,0,0,2,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",0,Draymond Green,Shaun Livingston,Kevon Looney,Klay Thompson,Kevin Durant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",78,David West,Shaun Livingston,Kevon Looney,Klay Thompson,Kevin Durant,4,4,0,1,0,1,2,3,0,0,0,1,0,1,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",199,David West,Shaun Livingston,Kevon Looney,Nick Young,Kevin Durant,11,7,5,2,1,1,4,6,2,2,2,1,1,0,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",179,Draymond Green,Klay Thompson,Shaun Livingston,Nick Young,David West,3,6,6,1,0,3,1,9,1,1,1,0,0,1,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",73,Draymond Green,Klay Thompson,Shaun Livingston,Kevin Durant,David West,2,2,1,1,0,0,1,2,0,1,1,0,0,0,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",80,Draymond Green,Klay Thompson,Andre Iguodala,Kevin Durant,David West,1,2,2,0,0,0,0,1,1,1,0,0,2,0,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",310,Draymond Green,Klay Thompson,Andre Iguodala,Kevin Durant,Kevon Looney,8,15,3,1,0,3,4,10,0,1,1,1,1,3,0
24-Apr-18,WARRIORS,2,"Mike Callahan, Bennie Adams, Jason Phillips, Tony Brown",57,Draymond Green,Klay Thompson,Andre Iguodala,Kevin Durant,Shaun Livingston,6,1,1,1,0,0,1,1,4,4,0,0,0,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",421,Kevin Love,LeBron James,JR Smith,Kyle Korver,Jose Calderon,9,15,6,2,1,6,2,11,4,4,2,0,3,2,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",23,Kevin Love,LeBron James,JR Smith,Kyle Korver,Jordan Clarkson,4,0,0,1,0,0,2,2,0,0,1,0,0,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",22,Kevin Love,LeBron James,JR Smith,Rodney Hood,Jordan Clarkson,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",58,Larry Nance Jr.,LeBron James,JR Smith,Rodney Hood,Jordan Clarkson,2,4,1,1,0,2,1,3,0,0,0,1,0,2,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",221,Larry Nance Jr.,LeBron James,Jeff Green,Rodney Hood,Jordan Clarkson,10,3,4,0,0,1,4,6,0,0,4,0,1,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",230,Rodney Hood,Kevin Love,Jordan Clarkson,Jeff Green,Larry Nance Jr.,11,10,5,1,1,2,5,8,2,2,2,0,1,1,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",41,Rodney Hood,Kevin Love,LeBron James,Jeff Green,Larry Nance Jr.,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",0,Rodney Hood,Kevin Love,LeBron James,Jeff Green,JR Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",348,Rodney Hood,Kevin Love,LeBron James,Kyle Korver,JR Smith,11,17,4,2,1,1,4,10,2,2,4,1,2,2,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",0,Larry Nance Jr.,Kevin Love,LeBron James,Kyle Korver,JR Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr-18,CAVALIERS,1,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",76,Larry Nance Jr.,Kevin Love,LeBron James,Kyle Korver,Jeff Green,2,0,3,0,0,0,1,1,0,0,1,0,1,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",512,LeBron James,Kevin Love,Jose Calderon,Kyle Korver,JR Smith,27,10,10,5,4,9,7,16,9,9,6,0,1,7,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",77,LeBron James,Larry Nance Jr.,Jose Calderon,Kyle Korver,JR Smith,3,2,1,0,0,0,0,1,3,3,2,0,0,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",66,LeBron James,Larry Nance Jr.,Jeff Green,Kyle Korver,JR Smith,1,1,2,0,0,2,0,2,1,1,0,0,0,1,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",0,LeBron James,Larry Nance Jr.,Jeff Green,Kyle Korver,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",83,LeBron James,Larry Nance Jr.,Jeff Green,Rodney Hood,Jordan Clarkson,1,4,2,0,0,0,0,1,1,2,0,0,0,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",136,LeBron James,Jeff Green,<__main__.Team object at 0x03C64CB0>,Rodney Hood,Jordan Clarkson,5,7,1,1,1,1,2,2,0,0,0,0,2,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",116,Kevin Love,Jeff Green,<__main__.Team object at 0x03C64CB0>,Rodney Hood,Jordan Clarkson,2,3,2,1,0,1,1,3,0,0,0,0,0,1,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",0,Kevin Love,Jeff Green,<__main__.Team object at 0x03C64CB0>,JR Smith,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",210,Kevin Love,Jeff Green,<__main__.Team object at 0x03C64CB0>,JR Smith,Kyle Korver,8,7,2,2,2,5,2,5,2,2,0,0,2,1,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",217,Kevin Love,Jose Calderon,<__main__.Team object at 0x03C64CB0>,JR Smith,Kyle Korver,2,5,0,0,0,2,0,4,2,2,0,0,0,0,0
25-Apr-18,CAVALIERS,2,"James Capers, Bill Spooner, Bill Kennedy, Brent Barnaky",23,Larry Nance Jr.,Jeff Green,<__main__.Team object at 0x03C64CB0>,JR Smith,Kyle Korver,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",373,Kevin Love,LeBron James,Kyle Korver,Jose Calderon,JR Smith,14,14,7,3,4,7,4,11,2,2,1,0,2,1,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",138,Kevin Love,LeBron James,Kyle Korver,Jordan Clarkson,JR Smith,8,3,2,1,2,2,3,3,0,0,1,0,1,2,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",153,Larry Nance Jr.,LeBron James,Kyle Korver,Jordan Clarkson,JR Smith,2,9,1,0,0,3,1,4,0,0,0,1,2,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",0,Larry Nance Jr.,LeBron James,Kyle Korver,Jordan Clarkson,Rodney Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",49,Larry Nance Jr.,LeBron James,Jeff Green,Jordan Clarkson,Rodney Hood,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",22,JR Smith,LeBron James,Jeff Green,Jordan Clarkson,Rodney Hood,4,0,1,1,0,0,1,1,0,0,0,1,0,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",274,Rodney Hood,Larry Nance Jr.,Jordan Clarkson,Kevin Love,Jeff Green,6,9,3,2,0,1,4,7,0,0,0,1,1,1,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",25,Rodney Hood,Larry Nance Jr.,LeBron James,Kevin Love,Jeff Green,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",111,Rodney Hood,JR Smith,LeBron James,Kevin Love,Jeff Green,4,6,1,0,0,1,2,3,0,0,1,0,1,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",104,Rodney Hood,JR Smith,LeBron James,Kevin Love,Kyle Korver,3,5,0,0,0,1,1,2,1,1,1,0,0,2,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",0,Rodney Hood,JR Smith,LeBron James,Larry Nance Jr.,Kyle Korver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",158,Jose Calderon,JR Smith,LeBron James,Larry Nance Jr.,Kyle Korver,6,4,2,1,0,1,2,4,2,2,0,1,1,1,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",0,Jose Calderon,Jeff Green,LeBron James,Larry Nance Jr.,Kyle Korver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",9,Jose Calderon,Jeff Green,LeBron James,Kevin Love,Kyle Korver,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27-Apr-18,CAVALIERS,1,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",24,Jose Calderon,Jeff Green,LeBron James,Cedi Osman,Kyle Korver,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",150,Kevin Love,LeBron James,JR Smith,Jose Calderon,<__main__.Team object at 0x03C8ABD0>,0,5,2,0,0,2,0,3,0,0,0,0,2,0,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",105,Tristan Thompson,LeBron James,JR Smith,Jose Calderon,<__main__.Team object at 0x03C8ABD0>,4,3,1,1,0,0,2,3,0,0,1,0,0,1,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",367,Tristan Thompson,LeBron James,JR Smith,Jeff Green,<__main__.Team object at 0x03C8ABD0>,15,19,4,3,5,7,5,10,0,0,1,1,1,0,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",80,Tristan Thompson,LeBron James,Jordan Clarkson,Jeff Green,<__main__.Team object at 0x03C8ABD0>,1,6,3,0,0,2,0,4,1,2,0,0,0,1,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",35,Larry Nance Jr.,LeBron James,Jordan Clarkson,Jeff Green,<__main__.Team object at 0x03C8ABD0>,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",242,Rodney Hood,Jeff Green,Larry Nance Jr.,Kevin Love,Jordan Clarkson,4,11,4,1,0,2,2,5,0,3,1,0,1,1,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",169,Rodney Hood,Jeff Green,Larry Nance Jr.,Cedi Osman,Jordan Clarkson,10,4,4,1,1,2,3,5,3,4,0,1,0,1,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",43,Rodney Hood,Jeff Green,Tristan Thompson,Cedi Osman,Jordan Clarkson,0,3,2,0,0,2,0,3,0,0,0,1,0,0,0
27-Apr-18,CAVALIERS,2,"Marc Davis, Jason Phillips, Courtney Kirkland, Sean Wright",249,Rodney Hood,Ante Zizic,Tristan Thompson,Cedi Osman,Jordan Clarkson,6,11,6,2,0,2,3,7,0,2,1,1,2,2,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",395,Kevin Durant,Klay Thompson,Draymond Green,Andre Iguodala,Nick Young,16,18,8,5,1,2,6,17,3,3,6,2,1,1,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",56,Kevin Durant,Klay Thompson,Draymond Green,Andre Iguodala,Kevon Looney,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",62,Kevin Durant,Klay Thompson,Draymond Green,Shaun Livingston,Kevon Looney,8,2,3,1,1,1,3,4,1,2,2,0,0,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",35,Kevin Durant,Quinn Cook,Draymond Green,Shaun Livingston,Kevon Looney,4,1,1,1,0,0,1,1,2,2,0,0,0,1,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",77,Kevin Durant,Quinn Cook,David West,Shaun Livingston,Kevon Looney,4,5,1,2,0,1,2,3,0,0,2,0,1,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",109,Kevin Durant,Quinn Cook,David West,Shaun Livingston,Andre Iguodala,5,5,5,0,0,1,1,3,1,2,1,0,1,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",64,Draymond Green,David West,Quinn Cook,Shaun Livingston,Klay Thompson,2,5,1,1,0,0,1,1,2,2,0,1,1,1,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",140,Draymond Green,Kevon Looney,Quinn Cook,Shaun Livingston,Klay Thompson,8,2,2,3,0,2,3,5,2,2,2,1,0,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",76,Draymond Green,Kevon Looney,Kevin Durant,Shaun Livingston,Klay Thompson,5,5,0,0,0,0,2,2,1,1,1,0,0,0,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",385,Draymond Green,Kevon Looney,Kevin Durant,Andre Iguodala,Klay Thompson,24,3,13,6,4,5,7,10,6,9,1,2,0,3,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",34,Draymond Green,Nick Young,Kevin Durant,Andre Iguodala,Klay Thompson,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
28-Apr-18,WARRIORS,1,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",7,JaVale McGee,Nick Young,Kevin Durant,Andre Iguodala,Klay Thompson,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",397,Kevin Durant,Nick Young,Draymond Green,Klay Thompson,Andre Iguodala,15,11,9,5,2,4,6,10,1,3,5,0,4,3,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",41,Kevin Durant,Kevon Looney,Draymond Green,Klay Thompson,Andre Iguodala,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",122,Kevin Durant,Kevon Looney,Draymond Green,Klay Thompson,Shaun Livingston,0,2,3,0,0,0,0,2,0,0,0,0,2,1,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",0,Kevin Durant,Kevon Looney,Draymond Green,David West,Shaun Livingston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",170,Kevin Durant,Kevon Looney,Quinn Cook,David West,Shaun Livingston,12,6,3,3,2,2,4,5,2,2,0,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",215,David West,Shaun Livingston,Klay Thompson,<__main__.Team object at 0x03587BD0>,Kevon Looney,6,8,4,2,0,2,3,7,0,0,2,0,2,2,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",90,David West,Shaun Livingston,Klay Thompson,<__main__.Team object at 0x03587BD0>,Jordan Bell,2,3,3,1,0,1,1,4,0,0,1,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",33,David West,Shaun Livingston,Nick Young,<__main__.Team object at 0x03587BD0>,Jordan Bell,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",128,JaVale McGee,Shaun Livingston,Nick Young,<__main__.Team object at 0x03587BD0>,Jordan Bell,5,5,2,1,1,1,2,4,0,0,1,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",53,JaVale McGee,Kevon Looney,Nick Young,<__main__.Team object at 0x03587BD0>,Jordan Bell,1,0,1,0,0,1,0,1,1,2,0,0,0,0,0
28-Apr-18,WARRIORS,2,"Ken Mauer, Rodney Mott, Bill Kennedy, James Williams",191,JaVale McGee,Damian Jones,Nick Young,<__main__.Team object at 0x03587BD0>,Jordan Bell,4,11,2,1,0,2,1,7,2,2,4,0,1,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",502,Tristan Thompson,Kevin Love,JR Smith,Kyle Korver,LeBron James,19,11,11,5,3,9,7,17,2,2,3,0,0,3,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",90,Tristan Thompson,Kevin Love,JR Smith,Jeff Green,LeBron James,7,5,0,0,0,0,2,2,3,3,0,0,0,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",54,Tristan Thompson,Rodney Hood,JR Smith,Jeff Green,LeBron James,3,0,0,1,0,0,1,1,1,2,1,0,0,1,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,Larry Nance Jr.,Rodney Hood,JR Smith,Jeff Green,LeBron James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",93,Larry Nance Jr.,Rodney Hood,Jordan Clarkson,Jeff Green,LeBron James,2,3,1,0,0,0,1,2,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",222,LeBron James,<__main__.Team object at 0x03A15AD0>,Larry Nance Jr.,Jeff Green,Jordan Clarkson,4,8,2,0,0,1,2,6,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,LeBron James,<__main__.Team object at 0x03A15AD0>,JR Smith,Jeff Green,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",65,LeBron James,<__main__.Team object at 0x03A15AD0>,JR Smith,Tristan Thompson,Jordan Clarkson,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",384,LeBron James,<__main__.Team object at 0x03A15AD0>,JR Smith,Tristan Thompson,Kevin Love,19,11,9,4,2,6,8,17,1,1,8,0,1,2,0
29-Apr-18,CAVALIERS,1,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",30,LeBron James,<__main__.Team object at 0x03A15AD0>,JR Smith,Tristan Thompson,Jeff Green,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",288,Kyle Korver,Tristan Thompson,Kevin Love,LeBron James,JR Smith,4,16,4,1,0,1,1,5,2,2,1,0,4,2,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",34,George Hill,Tristan Thompson,Kevin Love,LeBron James,JR Smith,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",321,George Hill,Tristan Thompson,Jeff Green,LeBron James,JR Smith,16,12,7,3,3,4,4,5,5,8,0,2,2,1,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,George Hill,Tristan Thompson,Jeff Green,LeBron James,Larry Nance Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",17,George Hill,Kyle Korver,Jeff Green,LeBron James,Larry Nance Jr.,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",80,George Hill,Kyle Korver,Jeff Green,Jordan Clarkson,Larry Nance Jr.,1,1,3,0,0,2,0,2,1,2,0,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",35,Jordan Clarkson,George Hill,Kyle Korver,Jeff Green,Larry Nance Jr.,2,0,1,0,0,0,0,0,2,2,0,0,1,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",160,Jordan Clarkson,George Hill,Kevin Love,Jeff Green,Larry Nance Jr.,8,4,4,2,1,2,2,4,3,3,1,0,0,1,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",157,LeBron James,George Hill,Kevin Love,Jeff Green,Larry Nance Jr.,7,8,3,1,1,2,2,4,2,2,1,0,1,3,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,LeBron James,George Hill,Kevin Love,Tristan Thompson,Larry Nance Jr.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",298,LeBron James,George Hill,Kevin Love,Tristan Thompson,JR Smith,7,10,3,0,0,2,1,5,5,6,3,0,2,2,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",22,LeBron James,George Hill,Kevin Love,Kyle Korver,JR Smith,2,0,1,1,0,0,1,1,0,1,1,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,LeBron James,George Hill,Tristan Thompson,Kyle Korver,JR Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",28,LeBron James,George Hill,Tristan Thompson,Jeff Green,JR Smith,3,5,2,0,0,0,0,0,3,5,0,0,0,0,0
29-Apr-18,CAVALIERS,2,"Tony Brothers, Scott Foster, Brian Forte, Kane Fitzgerald",0,LeBron James,George Hill,Kevin Love,Jeff Green,JR Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-May-18,CAVALIERS,1,"Derrick Stafford, Tom Washington, Pat Fraher, John Goble",354,Kevin Love,JR Smith,George Hill,LeBron James,Kyle Korver,10,17,4,3,2,5,4,11,0,0,1,1,2,0,0
1-May-18,CAVALIERS,1,"Derrick Stafford, Tom Washington, Pat Fraher, John Goble",113,Tristan Thompson,JR Smith,George Hill,LeBron James,Kyle Korver,5,5,2,1,0,0,2,3,1,2,1,0,0,1,0
1-May-18,CAVALIERS,1,"Derrick Stafford, Tom Washington, Pat Fraher, John Goble",42,Tristan Thompson,JR Smith,George Hill,LeBron James,Rodney Hood,2,4,0,0,0,0,1,2,0,0,0,0,0,1,0
1-May-18,CAVALIERS,1,"Derrick Stafford, Tom Washington, Pat Fraher, John Goble",0,Tristan Thompson,JR Smith,George Hill,Jeff Green,Rodney Hood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
