slugTeam,dateGame,numberGameTeamSeason,isB2B,isB2BSecond,countDaysRestTeam,slugOpponent,opp_numberGameTeamSeason,opp_isB2B,opp_isB2BSecond,opp_countDaysRestTeam,locationGame,outcomeGame,act_pts,act_opp_pts,act_net_pts,pts1,fgm1,fga1,pctFG1,opp_pctFG1,fg3m1,fg3a1,pctFG31,opp_pctFG31,fg2m1,fg2a1,pctFG21,opp_pctFG21,ftm1,fta1,pctFT1,opp_pctFT1,oreb1,dreb1,treb1,ast1,stl1,blk1,tov1,pf1,wins1,losses1,pts2,fgm2,fga2,pctFG2,opp_pctFG2,fg3m2,fg3a2,pctFG32,opp_pctFG32,fg2m2,fg2a2,pctFG22,opp_pctFG22,ftm2,fta2,pctFT2,opp_pctFT2,oreb2,dreb2,treb2,ast2,stl2,blk2,tov2,pf2,wins2,losses2
UTA,10/21/2017,3,TRUE,TRUE,0,OKC,2,TRUE,FALSE,1,H,W,96,87,9,3.5,3,0,0.493670886,0.455696203,-1,-1.5,0.391304348,0.408163265,4,1.5,0.535714286,0.47706422,-1.5,-2.5,0.878787879,0.842105263,-2,-2,-4,6.5,2,4,-0.5,2,1,1,21,7,11,0.433333333,0.405063291,4,14,0.289473684,0.291666667,3,-3,0.538461538,0.454545455,3,3,0.727272727,0.684210526,2,-2,0,7,6,3,-5,-1,1,0
ATL,10/22/2017,3,TRUE,FALSE,1,BKN,3,FALSE,FALSE,1,A,L,104,116,-12,-6,4.5,8.5,0.444444444,0.436046512,-6,-16.5,0.333333333,0.345679012,10.5,25,0.482269504,0.516483516,-9,-11,0.827586207,0.823529412,-0.5,-4.5,-5,-2.5,6,1,-5.5,5,1,1,-2,-3.5,-2.5,0.489247312,0.513089005,-3,-5,0.368421053,0.402985075,-0.5,2.5,0.542635659,0.572580645,8,10,0.805970149,0.808510638,1.5,0.5,2,-7.5,-0.5,-2,-7,-5,1,1
BKN,10/22/2017,3,FALSE,FALSE,1,ATL,3,TRUE,FALSE,1,H,W,116,104,12,-2,-3.5,-2.5,0.489247312,0.513089005,-3,-5,0.368421053,0.402985075,-0.5,2.5,0.542635659,0.572580645,8,10,0.805970149,0.808510638,1.5,0.5,2,-7.5,-0.5,-2,-7,-5,1,1,-6,4.5,8.5,0.444444444,0.436046512,-6,-16.5,0.333333333,0.345679012,10.5,25,0.482269504,0.516483516,-9,-11,0.827586207,0.823529412,-0.5,-4.5,-5,-2.5,6,1,-5.5,5,1,1
LAL,10/22/2017,3,FALSE,FALSE,1,NOP,3,FALSE,FALSE,1,H,L,112,119,-7,-7,-1,-7.5,0.461956522,0.43718593,-5,-10,0.380952381,0.419354839,4,2.5,0.485915493,0.445255474,0,2.5,0.678571429,0.745098039,-5,-2.5,-7.5,1.5,-2,-1,-4,0.5,1,1,-10,-5.5,-3,0.423728814,0.469945355,-2,-4,0.37704918,0.391304348,-3.5,1,0.448275862,0.51754386,3,1.5,0.745098039,0.666666667,3.5,0,3.5,-3.5,-1.5,0,-9,-1,0,2
MIN,10/22/2017,3,FALSE,FALSE,1,OKC,3,TRUE,TRUE,0,A,W,115,113,2,-2.5,-2.5,0,0.439759036,0.469879518,-1,-1,0.365853659,0.395348837,-1.5,1,0.464,0.495934959,3.5,6.5,0.775510204,0.861111111,1,-2,-1,-2.5,0,-6.5,-5.5,-3,1,1,6,0.5,6,0.422619048,0.448717949,3,9,0.309859155,0.301886792,-2.5,-3,0.505154639,0.524271845,2,4,0.682926829,0.727272727,1.5,-3,-1.5,0,4.5,1.5,-4.5,-3,1,1
NOP,10/22/2017,3,FALSE,FALSE,1,LAL,3,FALSE,FALSE,1,A,W,119,112,7,-10,-5.5,-3,0.423728814,0.469945355,-2,-4,0.37704918,0.391304348,-3.5,1,0.448275862,0.51754386,3,1.5,0.745098039,0.666666667,3.5,0,3.5,-3.5,-1.5,0,-9,-1,0,2,-7,-1,-7.5,0.461956522,0.43718593,-5,-10,0.380952381,0.419354839,4,2.5,0.485915493,0.445255474,0,2.5,0.678571429,0.745098039,-5,-2.5,-7.5,1.5,-2,-1,-4,0.5,1,1
OKC,10/22/2017,3,TRUE,TRUE,0,MIN,3,FALSE,FALSE,1,H,L,113,115,-2,6,0.5,6,0.422619048,0.448717949,3,9,0.309859155,0.301886792,-2.5,-3,0.505154639,0.524271845,2,4,0.682926829,0.727272727,1.5,-3,-1.5,0,4.5,1.5,-4.5,-3,1,1,-2.5,-2.5,0,0.439759036,0.469879518,-1,-1,0.365853659,0.395348837,-1.5,1,0.464,0.495934959,3.5,6.5,0.775510204,0.861111111,1,-2,-1,-2.5,0,-6.5,-5.5,-3,1,1
ATL,10/23/2017,4,TRUE,TRUE,0,MIA,3,FALSE,FALSE,1,A,L,93,104,-11,-8,0,8,0.409893993,0.447876448,-5.333333333,-11,0.306666667,0.361111111,5.333333333,19,0.447115385,0.509933775,-2.666666667,-6.666666667,0.876923077,0.764705882,0.666666667,-5,-4.333333333,-3.666666667,2,-1.333333333,-7.333333333,2.666666667,1,2,-1.5,1.5,1,0.473404255,0.462365591,3.5,12,0.34375,0.375,-2,-11,0.540322581,0.48630137,-8,-9.5,0.677419355,0.74,-3.5,0.5,-3,5.5,-2.5,1,-4.5,1.5,1,1
CHA,10/23/2017,3,FALSE,FALSE,2,MIL,4,FALSE,FALSE,1,A,L,94,103,-9,3,-5.5,-16,0.41509434,0.403141361,2,5,0.303030303,0.285714286,-7.5,-21,0.494623656,0.451851852,12,16.5,0.796610169,0.884615385,0,9.5,9.5,-5,-8,0,-6,-8.5,1,1,-2.666666667,0.333333333,-5,0.495798319,0.462450593,-2.666666667,-2.666666667,0.337837838,0.402439024,3,-2.333333333,0.567073171,0.49122807,-0.666666667,-0.333333333,0.791666667,0.808219178,-4,-2.333333333,-6.333333333,-0.666666667,-2,1,-5.666666667,0.666666667,2,1
DAL,10/23/2017,4,FALSE,FALSE,1,GSW,4,FALSE,FALSE,1,H,L,103,133,-30,-9,-8,-6,0.408163265,0.47148289,3.666666667,7,0.376146789,0.340909091,-11.66666667,-13,0.433823529,0.537142857,3.333333333,4.333333333,0.777777778,0.78,-4.666666667,-9.666666667,-14.33333333,2.666666667,-4,-0.666666667,-6.333333333,-3,0,3,-1,-1.666666667,-5.666666667,0.482352941,0.470588235,1.666666667,1.333333333,0.425925926,0.394230769,-3.333333333,-7,0.523809524,0.517857143,0.666666667,-3.333333333,0.852941176,0.717948718,-1.333333333,2.333333333,1,3,-1.333333333,3.666666667,-2.666666667,5.333333333,1,2
DEN,10/23/2017,3,FALSE,FALSE,1,WAS,3,FALSE,FALSE,2,H,L,104,109,-5,3.5,0.5,-2,0.450617284,0.43373494,3,5.5,0.403508772,0.369565217,-2.5,-7.5,0.476190476,0.458333333,-0.5,1.5,0.71875,0.827586207,3.5,7,10.5,1.5,-2,-1.5,-1.5,-1,1,1,4.5,-2,-4,0.476744186,0.477777778,-6.5,-9.5,0.307692308,0.431034483,4.5,5.5,0.526315789,0.5,15,17,0.808219178,0.743589744,1,3,4,1,1,5,-17.5,-11,2,0
DET,10/23/2017,4,FALSE,FALSE,1,PHI,4,FALSE,FALSE,1,H,L,86,97,-11,4,7.333333333,15,0.467153285,0.462882096,1.666666667,0.666666667,0.35443038,0.298701299,5.666666667,14.33333333,0.512820513,0.546052632,-12.33333333,-16,0.85106383,0.810526316,4,-4,0,1,3,-2,-5,8,2,1,-16.33333333,-3,-1,0.411985019,0.440740741,1.333333333,-1.333333333,0.362637363,0.305263158,-4.333333333,0.333333333,0.4375,0.514285714,-11.66666667,-12,0.676056338,0.775700935,-1.666666667,-5.666666667,-7.333333333,1,0.333333333,-3.666666667,-6.666666667,3.666666667,0,3
GSW,10/23/2017,4,FALSE,FALSE,1,DAL,4,FALSE,FALSE,1,A,W,133,103,30,-1,-1.666666667,-5.666666667,0.482352941,0.470588235,1.666666667,1.333333333,0.425925926,0.394230769,-3.333333333,-7,0.523809524,0.517857143,0.666666667,-3.333333333,0.852941176,0.717948718,-1.333333333,2.333333333,1,3,-1.333333333,3.666666667,-2.666666667,5.333333333,1,2,-9,-8,-6,0.408163265,0.47148289,3.666666667,7,0.376146789,0.340909091,-11.66666667,-13,0.433823529,0.537142857,3.333333333,4.333333333,0.777777778,0.78,-4.666666667,-9.666666667,-14.33333333,2.666666667,-4,-0.666666667,-6.333333333,-3,0,3
HOU,10/23/2017,4,FALSE,FALSE,1,MEM,3,FALSE,FALSE,1,H,L,90,98,-8,7.333333333,1,3.333333333,0.454198473,0.46031746,0.333333333,16.33333333,0.285714286,0.44047619,0.666666667,-13,0.627906977,0.470238095,5,6,0.828571429,0.826923077,2.333333333,3.333333333,5.666666667,-2.666666667,4,-0.333333333,-8.333333333,-3.333333333,3,0,11,6,3,0.443786982,0.386503067,0,-3.5,0.339285714,0.301587302,6,6.5,0.495575221,0.44,-1,4.5,0.692307692,0.839285714,-3.5,-2.5,-6,2,1.5,-3.5,-17,-2.5,2,0
MEM,10/23/2017,3,FALSE,FALSE,1,HOU,4,FALSE,FALSE,1,A,W,98,90,8,11,6,3,0.443786982,0.386503067,0,-3.5,0.339285714,0.301587302,6,6.5,0.495575221,0.44,-1,4.5,0.692307692,0.839285714,-3.5,-2.5,-6,2,1.5,-3.5,-17,-2.5,2,0,7.333333333,1,3.333333333,0.454198473,0.46031746,0.333333333,16.33333333,0.285714286,0.44047619,0.666666667,-13,0.627906977,0.470238095,5,6,0.828571429,0.826923077,2.333333333,3.333333333,5.666666667,-2.666666667,4,-0.333333333,-8.333333333,-3.333333333,3,0
MIA,10/23/2017,3,FALSE,FALSE,1,ATL,4,TRUE,TRUE,0,H,W,104,93,11,-1.5,1.5,1,0.473404255,0.462365591,3.5,12,0.34375,0.375,-2,-11,0.540322581,0.48630137,-8,-9.5,0.677419355,0.74,-3.5,0.5,-3,5.5,-2.5,1,-4.5,1.5,1,1,-8,0,8,0.409893993,0.447876448,-5.333333333,-11,0.306666667,0.361111111,5.333333333,19,0.447115385,0.509933775,-2.666666667,-6.666666667,0.876923077,0.764705882,0.666666667,-5,-4.333333333,-3.666666667,2,-1.333333333,-7.333333333,2.666666667,1,2
MIL,10/23/2017,4,FALSE,FALSE,1,CHA,3,FALSE,FALSE,2,H,W,103,94,9,-2.666666667,0.333333333,-5,0.495798319,0.462450593,-2.666666667,-2.666666667,0.337837838,0.402439024,3,-2.333333333,0.567073171,0.49122807,-0.666666667,-0.333333333,0.791666667,0.808219178,-4,-2.333333333,-6.333333333,-0.666666667,-2,1,-5.666666667,0.666666667,2,1,3,-5.5,-16,0.41509434,0.403141361,2,5,0.303030303,0.285714286,-7.5,-21,0.494623656,0.451851852,12,16.5,0.796610169,0.884615385,0,9.5,9.5,-5,-8,0,-6,-8.5,1,1
PHI,10/23/2017,4,FALSE,FALSE,1,DET,4,FALSE,FALSE,1,A,W,97,86,11,-16.33333333,-3,-1,0.411985019,0.440740741,1.333333333,-1.333333333,0.362637363,0.305263158,-4.333333333,0.333333333,0.4375,0.514285714,-11.66666667,-12,0.676056338,0.775700935,-1.666666667,-5.666666667,-7.333333333,1,0.333333333,-3.666666667,-6.666666667,3.666666667,0,3,4,7.333333333,15,0.467153285,0.462882096,1.666666667,0.666666667,0.35443038,0.298701299,5.666666667,14.33333333,0.512820513,0.546052632,-12.33333333,-16,0.85106383,0.810526316,4,-4,0,1,3,-2,-5,8,2,1
PHX,10/23/2017,4,FALSE,FALSE,1,SAC,4,FALSE,FALSE,1,H,W,117,115,2,-30.66666667,-13.33333333,-6.333333333,0.396825397,0.516605166,-3.666666667,1.333333333,0.3375,0.5,-9.666666667,-7.666666667,0.424418605,0.523076923,-0.333333333,1,0.712765957,0.747252747,-2,-8.666666667,-10.66666667,-8,-1,2.666666667,-9.666666667,-3,0,3,-5.666666667,3,5.666666667,0.423076923,0.41563786,-2.333333333,-13.33333333,0.382352941,0.305555556,5.333333333,19,0.4375,0.503703704,-9.333333333,-11.33333333,0.722222222,0.771428571,0,0,0,-3,-1,-0.666666667,-0.666666667,4.333333333,1,2
SAC,10/23/2017,4,FALSE,FALSE,1,PHX,4,FALSE,FALSE,1,A,L,115,117,-2,-5.666666667,3,5.666666667,0.423076923,0.41563786,-2.333333333,-13.33333333,0.382352941,0.305555556,5.333333333,19,0.4375,0.503703704,-9.333333333,-11.33333333,0.722222222,0.771428571,0,0,0,-3,-1,-0.666666667,-0.666666667,4.333333333,1,2,-30.66666667,-13.33333333,-6.333333333,0.396825397,0.516605166,-3.666666667,1.333333333,0.3375,0.5,-9.666666667,-7.666666667,0.424418605,0.523076923,-0.333333333,1,0.712765957,0.747252747,-2,-8.666666667,-10.66666667,-8,-1,2.666666667,-9.666666667,-3,0,3
SAS,10/23/2017,3,FALSE,FALSE,1,TOR,3,FALSE,FALSE,1,H,W,101,97,4,9,5.5,7.5,0.434065934,0.407185629,-3.5,-7,0.272727273,0.340425532,9,14.5,0.469798658,0.433333333,1.5,1.5,0.771428571,0.75,3.5,2.5,6,3,3,2.5,-4.5,0.5,2,0,25.5,6,0.5,0.470930233,0.403508772,4,8.5,0.356164384,0.321428571,2,-8,0.555555556,0.443478261,9.5,5.5,0.876923077,0.703703704,1.5,8.5,10,4.5,1.5,4,-9.5,-0.5,2,0
TOR,10/23/2017,3,FALSE,FALSE,1,SAS,3,FALSE,FALSE,1,A,L,97,101,-4,25.5,6,0.5,0.470930233,0.403508772,4,8.5,0.356164384,0.321428571,2,-8,0.555555556,0.443478261,9.5,5.5,0.876923077,0.703703704,1.5,8.5,10,4.5,1.5,4,-9.5,-0.5,2,0,9,5.5,7.5,0.434065934,0.407185629,-3.5,-7,0.272727273,0.340425532,9,14.5,0.469798658,0.433333333,1.5,1.5,0.771428571,0.75,3.5,2.5,6,3,3,2.5,-4.5,0.5,2,0
WAS,10/23/2017,3,FALSE,FALSE,2,DEN,3,FALSE,FALSE,1,A,W,109,104,5,4.5,-2,-4,0.476744186,0.477777778,-6.5,-9.5,0.307692308,0.431034483,4.5,5.5,0.526315789,0.5,15,17,0.808219178,0.743589744,1,3,4,1,1,5,-17.5,-11,2,0,3.5,0.5,-2,0.450617284,0.43373494,3,5.5,0.403508772,0.369565217,-2.5,-7.5,0.476190476,0.458333333,-0.5,1.5,0.71875,0.827586207,3.5,7,10.5,1.5,-2,-1.5,-1.5,-1,1,1
BKN,10/24/2017,4,TRUE,FALSE,1,ORL,4,FALSE,FALSE,2,A,L,121,125,-4,2.666666667,0.666666667,-4,0.483516484,0.456140351,-0.666666667,-3.333333333,0.380952381,0.361702128,1.333333333,-0.666666667,0.529100529,0.502617801,2,6,0.762376238,0.855421687,0,2.333333333,2.333333333,-3,1.666666667,0.666666667,-7,-2.666666667,2,1,7.666666667,1.666666667,-3.333333333,0.475836431,0.440860215,6.333333333,2.333333333,0.483146067,0.292682927,-4.666666667,-5.666666667,0.472222222,0.502538071,-2,-5,0.8125,0.734177215,-1.666666667,3,1.333333333,5.333333333,0.333333333,0.333333333,-1,7.333333333,2,1
BOS,10/24/2017,4,FALSE,FALSE,3,NYK,3,FALSE,FALSE,2,H,W,110,89,21,-0.333333333,-0.333333333,4,0.418250951,0.442231076,2.333333333,4.666666667,0.325842697,0.293333333,-2.666666667,-0.666666667,0.465517241,0.505681818,-2,2.333333333,0.666666667,0.816901408,1.666666667,-1,0.666666667,1.666666667,3.666666667,-0.333333333,-12,-0.666666667,1,2,-12.5,-7,-10.5,0.43125,0.458563536,-2.5,-7,0.277777778,0.294117647,-4.5,-3.5,0.509433962,0.557522124,4,6.5,0.76,0.810810811,-2.5,0.5,-2,-4,-2.5,-1.5,-5,-1.5,0,2
CHI,10/24/2017,3,FALSE,FALSE,2,CLE,4,TRUE,FALSE,2,A,L,112,119,-7,-13.5,-4.5,-2.5,0.397660819,0.4375,2,9.5,0.3,0.341463415,-6.5,-12,0.45045045,0.466666667,-6.5,-8.5,0.851851852,0.818181818,-4.5,-2.5,-7,-5.5,-4,0,2.5,2.5,0,2,0.333333333,0.333333333,-3.333333333,0.46,0.438461538,-4.333333333,-9.666666667,0.315068493,0.352941176,4.666666667,6.333333333,0.519774011,0.493670886,4,4,0.84057971,0.807017544,0,4,4,-5.333333333,-4,0.666666667,-6.333333333,-6.333333333,2,1
CLE,10/24/2017,4,TRUE,FALSE,2,CHI,3,FALSE,FALSE,2,H,W,119,112,7,0.333333333,0.333333333,-3.333333333,0.46,0.438461538,-4.333333333,-9.666666667,0.315068493,0.352941176,4.666666667,6.333333333,0.519774011,0.493670886,4,4,0.84057971,0.807017544,0,4,4,-5.333333333,-4,0.666666667,-6.333333333,-6.333333333,2,1,-13.5,-4.5,-2.5,0.397660819,0.4375,2,9.5,0.3,0.341463415,-6.5,-12,0.45045045,0.466666667,-6.5,-8.5,0.851851852,0.818181818,-4.5,-2.5,-7,-5.5,-4,0,2.5,2.5,0,2
IND,10/24/2017,4,TRUE,FALSE,2,MIN,4,TRUE,FALSE,1,A,W,130,107,23,-4.333333333,-1.666666667,0,0.474637681,0.492753623,-5,-4,0.281690141,0.421686747,3.333333333,4,0.541463415,0.523316062,4,7.666666667,0.720930233,0.793650794,1.666666667,-4.333333333,-2.666666667,-1,1.333333333,-0.666666667,-11.33333333,-3.333333333,1,2,-1,-2.666666667,-3.333333333,0.46031746,0.473282443,-1,-2.666666667,0.378787879,0.378378378,-1.666666667,-0.666666667,0.489247312,0.510638298,5.333333333,6.666666667,0.791666667,0.788461538,1,1.333333333,2.333333333,-2,-1.333333333,-6,-5.333333333,-3.666666667,2,1
LAC,10/24/2017,3,FALSE,FALSE,2,UTA,4,TRUE,FALSE,2,H,W,102,84,18,29,13,16.5,0.461538462,0.395061728,7,9.5,0.406779661,0.25,6,7,0.485294118,0.442622951,-4,-9,0.790697674,0.68852459,5.5,6,11.5,4.5,4,-2.5,-8,5,2,0,5.333333333,4,-0.333333333,0.493617021,0.440677966,-1.333333333,-2.333333333,0.36,0.37804878,5.333333333,2,0.55625,0.474025974,-1.333333333,-3.333333333,0.85106383,0.771929825,-1.666666667,0,-1.666666667,6.666666667,0.333333333,2.666666667,0.333333333,3,2,1
MIN,10/24/2017,4,TRUE,FALSE,1,IND,4,TRUE,FALSE,2,H,L,107,130,-23,-1,-2.666666667,-3.333333333,0.46031746,0.473282443,-1,-2.666666667,0.378787879,0.378378378,-1.666666667,-0.666666667,0.489247312,0.510638298,5.333333333,6.666666667,0.791666667,0.788461538,1,1.333333333,2.333333333,-2,-1.333333333,-6,-5.333333333,-3.666666667,2,1,-4.333333333,-1.666666667,0,0.474637681,0.492753623,-5,-4,0.281690141,0.421686747,3.333333333,4,0.541463415,0.523316062,4,7.666666667,0.720930233,0.793650794,1.666666667,-4.333333333,-2.666666667,-1,1.333333333,-0.666666667,-11.33333333,-3.333333333,1,2
NOP,10/24/2017,4,FALSE,FALSE,1,POR,4,FALSE,FALSE,2,A,L,93,103,-10,-4.333333333,-2.666666667,-4.333333333,0.469230769,0.476190476,-1,-1,0.35483871,0.375,-1.666666667,-3.333333333,0.532934132,0.531073446,2,1.333333333,0.736111111,0.691176471,1.333333333,2.333333333,3.666666667,-2.666666667,1.333333333,-0.333333333,-8,-2,1,2,21,6.333333333,6.333333333,0.466165414,0.425101215,5.333333333,2.666666667,0.478873239,0.285714286,1,3.666666667,0.461538462,0.472826087,3,-0.333333333,0.825,0.703703704,5.333333333,9,14.33333333,4,1.333333333,-0.333333333,-7,2,2,1
NYK,10/24/2017,3,FALSE,FALSE,2,BOS,4,FALSE,FALSE,3,A,L,89,110,-21,-12.5,-7,-10.5,0.43125,0.458563536,-2.5,-7,0.277777778,0.294117647,-4.5,-3.5,0.509433962,0.557522124,4,6.5,0.76,0.810810811,-2.5,0.5,-2,-4,-2.5,-1.5,-5,-1.5,0,2,-0.333333333,-0.333333333,4,0.418250951,0.442231076,2.333333333,4.666666667,0.325842697,0.293333333,-2.666666667,-0.666666667,0.465517241,0.505681818,-2,2.333333333,0.666666667,0.816901408,1.666666667,-1,0.666666667,1.666666667,3.666666667,-0.333333333,-12,-0.666666667,1,2
ORL,10/24/2017,4,FALSE,FALSE,2,BKN,4,TRUE,FALSE,1,H,W,125,121,4,7.666666667,1.666666667,-3.333333333,0.475836431,0.440860215,6.333333333,2.333333333,0.483146067,0.292682927,-4.666666667,-5.666666667,0.472222222,0.502538071,-2,-5,0.8125,0.734177215,-1.666666667,3,1.333333333,5.333333333,0.333333333,0.333333333,-1,7.333333333,2,1,2.666666667,0.666666667,-4,0.483516484,0.456140351,-0.666666667,-3.333333333,0.380952381,0.361702128,1.333333333,-0.666666667,0.529100529,0.502617801,2,6,0.762376238,0.855421687,0,2.333333333,2.333333333,-3,1.666666667,0.666666667,-7,-2.666666667,2,1
POR,10/24/2017,4,FALSE,FALSE,2,NOP,4,FALSE,FALSE,1,H,W,103,93,10,21,6.333333333,6.333333333,0.466165414,0.425101215,5.333333333,2.666666667,0.478873239,0.285714286,1,3.666666667,0.461538462,0.472826087,3,-0.333333333,0.825,0.703703704,5.333333333,9,14.33333333,4,1.333333333,-0.333333333,-7,2,2,1,-4.333333333,-2.666666667,-4.333333333,0.469230769,0.476190476,-1,-1,0.35483871,0.375,-1.666666667,-3.333333333,0.532934132,0.531073446,2,1.333333333,0.736111111,0.691176471,1.333333333,2.333333333,3.666666667,-2.666666667,1.333333333,-0.333333333,-8,-2,1,2
UTA,10/24/2017,4,TRUE,FALSE,2,LAC,3,FALSE,FALSE,2,A,L,84,102,-18,5.333333333,4,-0.333333333,0.493617021,0.440677966,-1.333333333,-2.333333333,0.36,0.37804878,5.333333333,2,0.55625,0.474025974,-1.333333333,-3.333333333,0.85106383,0.771929825,-1.666666667,0,-1.666666667,6.666666667,0.333333333,2.666666667,0.333333333,3,2,1,29,13,16.5,0.461538462,0.395061728,7,9.5,0.406779661,0.25,6,7,0.485294118,0.442622951,-4,-9,0.790697674,0.68852459,5.5,6,11.5,4.5,4,-2.5,-8,5,2,0
BKN,10/25/2017,5,TRUE,TRUE,0,CLE,5,TRUE,TRUE,0,H,W,112,107,5,1,0.25,0.25,0.466124661,0.464673913,0.25,0.5,0.361344538,0.358974359,0,-0.25,0.516,0.513944223,0.25,3,0.792592593,0.861788618,2,1,3,-2,1.25,0.25,-7.25,-1,2,2,2,0.5,-3.75,0.474474474,0.448275862,-3.5,-6,0.351351351,0.392592593,4,2.25,0.536036036,0.483568075,4.5,5.25,0.824175824,0.814285714,0,3,3,-4,-2.5,0.5,-7.5,-6.25,3,1
CHA,10/25/2017,4,FALSE,FALSE,1,DEN,4,FALSE,FALSE,1,H,W,110,93,17,-1,-6,-13,0.417721519,0.423913043,0.666666667,3.333333333,0.293478261,0.304878049,-6.666666667,-16.33333333,0.496551724,0.474226804,10.33333333,17.66666667,0.715789474,0.880952381,1.666666667,6.666666667,8.333333333,-5.666666667,-7,0.333333333,-8.333333333,-7.666666667,1,2,0.666666667,1,-2.666666667,0.462809917,0.436,1.666666667,1.333333333,0.3875,0.342105263,-0.666666667,-4,0.5,0.477011494,-3,-0.666666667,0.745454545,0.877192982,2,7,9,2,-4,-1.333333333,-1.333333333,-1.333333333,1,2
CLE,10/25/2017,5,TRUE,TRUE,0,BKN,5,TRUE,TRUE,0,A,L,107,112,-5,2,0.5,-3.75,0.474474474,0.448275862,-3.5,-6,0.351351351,0.392592593,4,2.25,0.536036036,0.483568075,4.5,5.25,0.824175824,0.814285714,0,3,3,-4,-2.5,0.5,-7.5,-6.25,3,1,1,0.25,0.25,0.466124661,0.464673913,0.25,0.5,0.361344538,0.358974359,0,-0.25,0.516,0.513944223,0.25,3,0.792592593,0.861788618,2,1,3,-2,1.25,0.25,-7.25,-1,2,2
DAL,10/25/2017,5,TRUE,FALSE,1,MEM,4,TRUE,FALSE,1,H,W,103,94,9,-14.25,-8.5,-2,0.404692082,0.492836676,1.25,2.75,0.362318841,0.354330709,-9.75,-4.75,0.433497537,0.572072072,1.5,4.25,0.720430108,0.802631579,-2.5,-10.25,-12.75,-1,-1.75,-2.5,-7.5,-3,0,4,10,3,-1,0.438818565,0.395833333,-1,-8.666666667,0.333333333,0.277227723,4,7.666666667,0.487654321,0.482014388,5,7.666666667,0.774509804,0.810126582,-4.333333333,0,-4.333333333,-1.666666667,1,-2.333333333,-17.66666667,-5,3,0
DEN,10/25/2017,4,FALSE,FALSE,1,CHA,4,FALSE,FALSE,1,A,L,93,110,-17,0.666666667,1,-2.666666667,0.462809917,0.436,1.666666667,1.333333333,0.3875,0.342105263,-0.666666667,-4,0.5,0.477011494,-3,-0.666666667,0.745454545,0.877192982,2,7,9,2,-4,-1.333333333,-1.333333333,-1.333333333,1,2,-1,-6,-13,0.417721519,0.423913043,0.666666667,3.333333333,0.293478261,0.304878049,-6.666666667,-16.33333333,0.496551724,0.474226804,10.33333333,17.66666667,0.715789474,0.880952381,1.666666667,6.666666667,8.333333333,-5.666666667,-7,0.333333333,-8.333333333,-7.666666667,1,2
DET,10/25/2017,5,FALSE,FALSE,1,MIN,5,TRUE,TRUE,0,H,W,122,101,21,0.25,5,13.75,0.448467967,0.463815789,0.5,2,0.311926606,0.316831683,4.5,11.75,0.508,0.536945813,-10.25,-13.25,0.818181818,0.798319328,3.25,-5.75,-2.5,-2,0.75,-1,-6.25,5.25,2,2,-6.5,-5.5,-2,0.467455621,0.520231214,-1,-1.5,0.377777778,0.395833333,-4.5,-0.5,0.5,0.568,5.5,7.75,0.755319149,0.777777778,1,-3,-2,-2.5,-0.75,-4,-5.75,-4.5,2,2
GSW,10/25/2017,5,FALSE,FALSE,1,TOR,4,FALSE,FALSE,1,H,W,117,112,5,6.75,1.25,-6.75,0.501466276,0.451086957,2.75,3.5,0.414965986,0.37593985,-1.5,-10.25,0.567010309,0.493617021,1.5,-3.5,0.85106383,0.685185185,-2,4.75,2.75,5.25,-2.25,4.75,-3,4.75,2,2,15.66666667,2,-3,0.456349206,0.417624521,4.333333333,11.33333333,0.327272727,0.302631579,-2.333333333,-14.33333333,0.556338028,0.464864865,7.333333333,4,0.853932584,0.701298701,-3.333333333,3,-0.333333333,2.333333333,3.333333333,0,-9,2.333333333,2,1
HOU,10/25/2017,5,FALSE,FALSE,1,PHI,5,FALSE,FALSE,1,A,W,105,104,1,3.5,1.5,4.75,0.445427729,0.453125,1,17,0.274853801,0.417475728,0.5,-12.25,0.619047619,0.470046083,-0.5,1,0.806451613,0.865168539,3.25,1.25,4.5,0.25,3,-0.25,-7.5,0,3,1,-9.5,-1.75,-3.25,0.423976608,0.428169014,1.75,-2.5,0.365217391,0.28,-3.5,-0.75,0.453744493,0.508695652,-7.75,-7.75,0.694736842,0.76984127,-1.5,-1.5,-3,3.5,1.75,-3.25,-5,3.5,1,3
IND,10/25/2017,5,TRUE,TRUE,0,OKC,4,FALSE,FALSE,2,A,L,96,114,-18,2.5,2.25,-0.5,0.519444444,0.491712707,-3.5,-3.5,0.322580645,0.411214953,5.75,3,0.588014981,0.525490196,1.5,3,0.721649485,0.752941176,1,0.75,1.75,0.25,0.75,-1,-7.75,-0.75,2,2,3.333333333,1.333333333,7.333333333,0.443181818,0.466942149,2.333333333,8,0.323529412,0.333333333,-1,-0.666666667,0.518518519,0.530487805,-1.666666667,0.333333333,0.666666667,0.767857143,0.666666667,-4.666666667,-4,0.333333333,4.333333333,2.666666667,-5,-0.333333333,1,2
