slugTeam,dateGame,numberGameTeamSeason,isB2B,isB2BSecond,countDaysRestTeam,slugOpponent,opp_numberGameTeamSeason,opp_isB2B,opp_isB2BSecond,opp_countDaysRestTeam,locationGame,outcomeGame,act_pts,act_opp_pts,act_net_pts,pts1,fgm1,fga1,pctFG1,opp_pctFG1,fg3m1,fg3a1,pctFG31,opp_pctFG31,fg2m1,fg2a1,pctFG21,opp_pctFG21,ftm1,fta1,pctFT1,opp_pctFT1,oreb1,dreb1,treb1,ast1,stl1,blk1,tov1,pf1,wins1,losses1,pts2,fgm2,fga2,pctFG2,opp_pctFG2,fg3m2,fg3a2,pctFG32,opp_pctFG32,fg2m2,fg2a2,pctFG22,opp_pctFG22,ftm2,fta2,pctFT2,opp_pctFT2,oreb2,dreb2,treb2,ast2,stl2,blk2,tov2,pf2,wins2,losses2
CHI,12/27/2017,34,TRUE,TRUE,0,NYK,34,TRUE,FALSE,1,H,W,92,87,5,-6.484848485,-1.545454545,2.454545455,0.434124527,0.464614296,-0.606060606,-0.696969697,0.350102669,0.362086259,-0.939393939,3.151515152,0.476461459,0.520503007,-2.787878788,-2.181818182,0.730964467,0.790346908,1.575757576,-2.060606061,-0.484848485,-1.363636364,0.090909091,-1,-3.939393939,2.272727273,11,22,0.393939394,2.545454545,0.727272727,0.468251153,0.442218247,-3.727272727,-10.3030303,0.363762102,0.363123236,6.272727273,11.03030303,0.504293893,0.490762125,-0.96969697,-1.787878788,0.795180723,0.774550484,0.818181818,2.878787879,3.696969697,0.242424242,-1.303030303,-0.333333333,-4.96969697,0.333333333,17,16
CLE,12/27/2017,35,FALSE,FALSE,1,SAC,34,TRUE,TRUE,0,A,L,95,109,-14,3.441176471,-0.647058824,-3.588235294,0.480367881,0.467955239,0.647058824,0.5,0.383992806,0.369863014,-1.294117647,-4.088235294,0.542857143,0.525889968,4.088235294,3.352941176,0.811197917,0.740061162,-1.970588235,0.911764706,-1.058823529,-1.794117647,-0.529411765,-0.411764706,-6.852941176,-2.088235294,24,10,-9.090909091,-0.939393939,2.787878788,0.446345811,0.47290822,-3.363636364,-8.96969697,0.383152174,0.380813953,2.424242424,11.75757576,0.46882552,0.529446758,-3.848484848,-4.090909091,0.722826087,0.765647744,-0.454545455,-3.666666667,-4.121212121,-3.545454545,0.212121212,-0.121212121,-4.151515152,1.727272727,11,22
DAL,12/27/2017,36,TRUE,TRUE,0,IND,35,TRUE,TRUE,0,A,W,98,94,4,-2.971428571,-0.314285714,2.771428571,0.442105263,0.461025281,0.942857143,3,0.360685302,0.365537849,-1.257142857,-0.228571429,0.491285403,0.513015184,-3.285714286,-4.228571429,0.775157233,0.775510204,-0.6,-3.914285714,-4.514285714,-0.4,-1.114285714,-0.6,-7.257142857,-0.514285714,10,25,0.911764706,0.323529412,-1.676470588,0.479003073,0.466175486,-1.676470588,-5.647058824,0.386574074,0.370265152,2,3.970588235,0.517675545,0.51865285,1.941176471,1.411764706,0.773861968,0.728278041,-1.647058824,0.117647059,-1.529411765,-1.117647059,1.147058824,-0.676470588,-5.617647059,-0.029411765,19,15
DEN,12/27/2017,35,TRUE,TRUE,0,MIN,35,TRUE,FALSE,1,A,L,125,128,-3,1.676470588,-0.235294118,1,0.463614622,0.471828552,0.441176471,1.323529412,0.365758755,0.367243133,-0.676470588,-0.323529412,0.516587678,0.52565445,1.705882353,2.588235294,0.74109589,0.752336449,2.5,1.970588235,4.470588235,-0.323529412,-0.588235294,-0.058823529,-4.970588235,-2.352941176,19,15,2.117647059,0,1.058823529,0.4743192,0.480279232,-2.617647059,-6.294117647,0.356041131,0.368951613,2.617647059,7.352941176,0.517663683,0.539241858,4.735294118,5.382352941,0.79708384,0.7734375,0.911764706,-0.235294118,0.676470588,-1.558823529,2.323529412,-0.882352941,-8.676470588,-3.676470588,21,13
GSW,12/27/2017,35,FALSE,FALSE,1,UTA,36,TRUE,TRUE,0,H,W,126,101,25,9.911764706,4.764705882,-4.205882353,0.504294057,0.427635887,1.088235294,0.558823529,0.383641675,0.354166667,3.676470588,-4.764705882,0.570063694,0.463831867,-0.705882353,-2.352941176,0.811510791,0.758709677,-2.558823529,5.323529412,2.764705882,7.323529412,-0.352941176,4.617647059,-2.705882353,1.588235294,27,7,0.257142857,-0.171428571,1.371428571,0.449356074,0.459115044,1.457142857,3.6,0.378095238,0.374458874,-1.628571429,-2.228571429,0.490400439,0.500263019,-0.857142857,-1.914285714,0.806034483,0.77457405,-0.514285714,-2.457142857,-2.971428571,1.714285714,0.914285714,0.314285714,-6.028571429,-0.114285714,15,20
IND,12/27/2017,35,TRUE,TRUE,0,DAL,36,TRUE,TRUE,0,H,L,94,98,-4,0.911764706,0.323529412,-1.676470588,0.479003073,0.466175486,-1.676470588,-5.647058824,0.386574074,0.370265152,2,3.970588235,0.517675545,0.51865285,1.941176471,1.411764706,0.773861968,0.728278041,-1.647058824,0.117647059,-1.529411765,-1.117647059,1.147058824,-0.676470588,-5.617647059,-0.029411765,19,15,-2.971428571,-0.314285714,2.771428571,0.442105263,0.461025281,0.942857143,3,0.360685302,0.365537849,-1.257142857,-0.228571429,0.491285403,0.513015184,-3.285714286,-4.228571429,0.775157233,0.775510204,-0.6,-3.914285714,-4.514285714,-0.4,-1.114285714,-0.6,-7.257142857,-0.514285714,10,25
LAL,12/27/2017,33,FALSE,FALSE,1,MEM,35,TRUE,TRUE,0,H,L,99,109,-10,-3.25,-0.8125,-1.125,0.453529001,0.456866805,-1.3125,-2.65625,0.329493088,0.344176285,0.5,1.53125,0.507522568,0.512082262,-0.3125,1.84375,0.69160105,0.763869132,0.625,-0.09375,0.53125,0.40625,0.125,-0.4375,-4.40625,1.53125,11,21,-4.117647059,-0.529411765,1.352941176,0.438161255,0.452319109,-0.941176471,-0.176470588,0.344456405,0.376470588,0.411764706,1.529411765,0.486203091,0.492613636,-2.117647059,-3.205882353,0.794520548,0.777115614,-0.735294118,-1.794117647,-2.529411765,-0.117647059,0.264705882,-0.058823529,-7.147058824,2.029411765,10,24
MEM,12/27/2017,35,TRUE,TRUE,0,LAL,33,FALSE,FALSE,1,A,W,109,99,10,-4.117647059,-0.529411765,1.352941176,0.438161255,0.452319109,-0.941176471,-0.176470588,0.344456405,0.376470588,0.411764706,1.529411765,0.486203091,0.492613636,-2.117647059,-3.205882353,0.794520548,0.777115614,-0.735294118,-1.794117647,-2.529411765,-0.117647059,0.264705882,-0.058823529,-7.147058824,2.029411765,10,24,-3.25,-0.8125,-1.125,0.453529001,0.456866805,-1.3125,-2.65625,0.329493088,0.344176285,0.5,1.53125,0.507522568,0.512082262,-0.3125,1.84375,0.69160105,0.763869132,0.625,-0.09375,0.53125,0.40625,0.125,-0.4375,-4.40625,1.53125,11,21
MIN,12/27/2017,35,TRUE,FALSE,1,DEN,35,TRUE,TRUE,0,H,W,128,125,3,2.117647059,0,1.058823529,0.4743192,0.480279232,-2.617647059,-6.294117647,0.356041131,0.368951613,2.617647059,7.352941176,0.517663683,0.539241858,4.735294118,5.382352941,0.79708384,0.7734375,0.911764706,-0.235294118,0.676470588,-1.558823529,2.323529412,-0.882352941,-8.676470588,-3.676470588,21,13,1.676470588,-0.235294118,1,0.463614622,0.471828552,0.441176471,1.323529412,0.365758755,0.367243133,-0.676470588,-0.323529412,0.516587678,0.52565445,1.705882353,2.588235294,0.74109589,0.752336449,2.5,1.970588235,4.470588235,-0.323529412,-0.588235294,-0.058823529,-4.970588235,-2.352941176,19,15
NOP,12/27/2017,34,FALSE,FALSE,3,BKN,34,TRUE,TRUE,0,H,W,128,113,15,-0.212121212,-0.060606061,-4.757575758,0.489293362,0.464008111,-0.090909091,-1.636363636,0.383983573,0.366731518,0.03030303,-3.121212121,0.545404814,0.515794925,0,0.636363636,0.74929972,0.772005772,-1.909090909,1.515151515,-0.393939394,2.484848485,-1.454545455,0.484848485,-4.757575758,-0.727272727,17,16,-2.939393939,-3.181818182,-1.939393939,0.439930556,0.466032609,2.575757576,8.515151515,0.345070423,0.359064327,-5.757575758,-10.45454545,0.501720183,0.509813308,0.848484848,1.909090909,0.746650426,0.77176781,0.606060606,-1.181818182,-0.575757576,1.151515152,-1.393939394,-1.393939394,-6.666666667,-0.848484848,12,21
NYK,12/27/2017,34,TRUE,FALSE,1,CHI,34,TRUE,TRUE,0,A,L,87,92,-5,0.393939394,2.545454545,0.727272727,0.468251153,0.442218247,-3.727272727,-10.3030303,0.363762102,0.363123236,6.272727273,11.03030303,0.504293893,0.490762125,-0.96969697,-1.787878788,0.795180723,0.774550484,0.818181818,2.878787879,3.696969697,0.242424242,-1.303030303,-0.333333333,-4.96969697,0.333333333,17,16,-6.484848485,-1.545454545,2.454545455,0.434124527,0.464614296,-0.606060606,-0.696969697,0.350102669,0.362086259,-0.939393939,3.151515152,0.476461459,0.520503007,-2.787878788,-2.181818182,0.730964467,0.790346908,1.575757576,-2.060606061,-0.484848485,-1.363636364,0.090909091,-1,-3.939393939,2.272727273,11,22
OKC,12/27/2017,35,FALSE,FALSE,1,TOR,33,TRUE,TRUE,0,H,W,124,107,17,2.941176471,2.029411765,5.911764706,0.443348078,0.450693937,-0.470588235,-1.294117647,0.355691057,0.356031128,2.5,7.205882353,0.487468031,0.507602339,-0.647058824,0.588235294,0.713534823,0.762483131,3.029411765,-0.558823529,2.470588235,-0.647058824,1.852941176,0.470588235,-6.411764706,-0.029411765,19,15,8.46875,3,1.875,0.474087591,0.448880597,2.03125,5.5625,0.351833499,0.348977136,0.96875,-3.6875,0.545349509,0.493780422,0.4375,-0.21875,0.794354839,0.768308921,-0.3125,1.375,1.0625,0.96875,1.1875,0.59375,-6.84375,1.6875,23,9
SAC,12/27/2017,34,TRUE,TRUE,0,CLE,35,FALSE,FALSE,1,H,W,109,95,14,-9.090909091,-0.939393939,2.787878788,0.446345811,0.47290822,-3.363636364,-8.96969697,0.383152174,0.380813953,2.424242424,11.75757576,0.46882552,0.529446758,-3.848484848,-4.090909091,0.722826087,0.765647744,-0.454545455,-3.666666667,-4.121212121,-3.545454545,0.212121212,-0.121212121,-4.151515152,1.727272727,11,22,3.441176471,-0.647058824,-3.588235294,0.480367881,0.467955239,0.647058824,0.5,0.383992806,0.369863014,-1.294117647,-4.088235294,0.542857143,0.525889968,4.088235294,3.352941176,0.811197917,0.740061162,-1.970588235,0.911764706,-1.058823529,-1.794117647,-0.529411765,-0.411764706,-6.852941176,-2.088235294,24,10
TOR,12/27/2017,33,TRUE,TRUE,0,OKC,35,FALSE,FALSE,1,A,L,107,124,-17,8.46875,3,1.875,0.474087591,0.448880597,2.03125,5.5625,0.351833499,0.348977136,0.96875,-3.6875,0.545349509,0.493780422,0.4375,-0.21875,0.794354839,0.768308921,-0.3125,1.375,1.0625,0.96875,1.1875,0.59375,-6.84375,1.6875,23,9,2.941176471,2.029411765,5.911764706,0.443348078,0.450693937,-0.470588235,-1.294117647,0.355691057,0.356031128,2.5,7.205882353,0.487468031,0.507602339,-0.647058824,0.588235294,0.713534823,0.762483131,3.029411765,-0.558823529,2.470588235,-0.647058824,1.852941176,0.470588235,-6.411764706,-0.029411765,19,15
UTA,12/27/2017,36,TRUE,TRUE,0,GSW,35,FALSE,FALSE,1,A,L,101,126,-25,0.257142857,-0.171428571,1.371428571,0.449356074,0.459115044,1.457142857,3.6,0.378095238,0.374458874,-1.628571429,-2.228571429,0.490400439,0.500263019,-0.857142857,-1.914285714,0.806034483,0.77457405,-0.514285714,-2.457142857,-2.971428571,1.714285714,0.914285714,0.314285714,-6.028571429,-0.114285714,15,20,9.911764706,4.764705882,-4.205882353,0.504294057,0.427635887,1.088235294,0.558823529,0.383641675,0.354166667,3.676470588,-4.764705882,0.570063694,0.463831867,-0.705882353,-2.352941176,0.811510791,0.758709677,-2.558823529,5.323529412,2.764705882,7.323529412,-0.352941176,4.617647059,-2.705882353,1.588235294,27,7
WAS,12/27/2017,35,FALSE,FALSE,1,ATL,34,FALSE,FALSE,3,A,L,99,113,-14,2.235294118,1.441176471,2.323529412,0.457152612,0.452631579,-0.352941176,-2.470588235,0.359234234,0.340534979,1.794117647,4.794117647,0.499755022,0.510649627,-0.294117647,-0.588235294,0.762690355,0.756188119,0.029411765,-0.647058824,-0.617647059,1.029411765,1.058823529,-0.441176471,-8,0.647058824,19,15,-4.939393939,-1.848484848,-0.757575758,0.45915797,0.47681883,-0.878787879,-3.121212121,0.383386581,0.373320537,-0.96969697,2.363636364,0.497826087,0.538024972,-0.363636364,-1.121212121,0.790446841,0.765306122,-1.727272727,-2.363636364,-4.090909091,-1.818181818,0.484848485,-0.939393939,-5.757575758,-0.878787879,8,25
BOS,12/28/2017,39,TRUE,TRUE,0,HOU,33,TRUE,FALSE,2,H,W,99,98,1,5.105263158,0.947368421,-0.526315789,0.452102434,0.437951618,2.763157895,5.184210526,0.377326565,0.346192893,-1.815789474,-5.710526316,0.496718829,0.479071884,0.447368421,0.131578947,0.769704433,0.753407683,-1.052631579,1.236842105,0.184210526,1.973684211,0.578947368,0.552631579,-6.131578947,0.710526316,28,10,9.5625,-0.46875,-1.625,0.46768771,0.464272627,5.34375,14.1875,0.369992717,0.366702938,-5.8125,-15.8125,0.570552147,0.513812155,5.15625,5.09375,0.799048751,0.747787611,1.125,2.34375,3.46875,0.46875,1.21875,0.03125,-6.375,-0.46875,25,7
DET,12/28/2017,34,FALSE,FALSE,1,ORL,36,FALSE,FALSE,1,A,L,89,102,-13,1.181818182,0.272727273,3.757575758,0.44843365,0.465587045,1,2,0.380062305,0.371237458,-0.727272727,1.757575758,0.483493078,0.512087912,-0.363636364,-0.090909091,0.754330709,0.769592476,1.454545455,-1.393939394,0.060606061,-2.151515152,0.787878788,-2.03030303,-5.151515152,0.575757576,19,14,-5.885714286,-2.2,-2.457142857,0.45716176,0.469282728,0.228571429,2.314285714,0.358674464,0.380952381,-2.428571429,-4.771428571,0.507761642,0.507855823,-1.714285714,-0.914285714,0.739368999,0.787122208,-2.457142857,-2.914285714,-5.371428571,-2.028571429,-0.771428571,-0.171428571,-4.885714286,0.428571429,11,24
HOU,12/28/2017,33,TRUE,FALSE,2,BOS,39,TRUE,TRUE,0,A,L,98,99,-1,9.5625,-0.46875,-1.625,0.46768771,0.464272627,5.34375,14.1875,0.369992717,0.366702938,-5.8125,-15.8125,0.570552147,0.513812155,5.15625,5.09375,0.799048751,0.747787611,1.125,2.34375,3.46875,0.46875,1.21875,0.03125,-6.375,-0.46875,25,7,5.105263158,0.947368421,-0.526315789,0.452102434,0.437951618,2.763157895,5.184210526,0.377326565,0.346192893,-1.815789474,-5.710526316,0.496718829,0.479071884,0.447368421,0.131578947,0.769704433,0.753407683,-1.052631579,1.236842105,0.184210526,1.973684211,0.578947368,0.552631579,-6.131578947,0.710526316,28,10
MIL,12/28/2017,33,TRUE,FALSE,1,MIN,36,TRUE,TRUE,0,H,W,102,96,6,-0.65625,1.65625,0.8125,0.480717831,0.465098342,-1.84375,-1.65625,0.350374065,0.397660819,3.5,2.46875,0.538249862,0.498273878,-2.125,-2.59375,0.760752688,0.76662636,-1.90625,-2,-3.90625,0.5,1.59375,1.75,-7.5,2.4375,17,15,2.142857143,0.142857143,1,0.475760615,0.4797023,-2.628571429,-6.4,0.358116481,0.369544132,2.771428571,7.4,0.519230769,0.538701299,4.485714286,5.2,0.794841735,0.776453055,0.771428571,-0.285714286,0.485714286,-1.485714286,2.285714286,-0.714285714,-8.942857143,-3.514285714,22,13
MIN,12/28/2017,36,TRUE,TRUE,0,MIL,33,TRUE,FALSE,1,A,L,96,102,-6,2.142857143,0.142857143,1,0.475760615,0.4797023,-2.628571429,-6.4,0.358116481,0.369544132,2.771428571,7.4,0.519230769,0.538701299,4.485714286,5.2,0.794841735,0.776453055,0.771428571,-0.285714286,0.485714286,-1.485714286,2.285714286,-0.714285714,-8.942857143,-3.514285714,22,13,-0.65625,1.65625,0.8125,0.480717831,0.465098342,-1.84375,-1.65625,0.350374065,0.397660819,3.5,2.46875,0.538249862,0.498273878,-2.125,-2.59375,0.760752688,0.76662636,-1.90625,-2,-3.90625,0.5,1.59375,1.75,-7.5,2.4375,17,15
NYK,12/28/2017,35,TRUE,TRUE,0,SAS,36,FALSE,FALSE,1,A,L,107,119,-12,0.235294118,2.529411765,0.852941176,0.466323024,0.441166262,-3.794117647,-10.14705882,0.357908847,0.362969753,6.323529412,11,0.503696858,0.488826816,-1.029411765,-1.823529412,0.793205318,0.774018945,0.882352941,2.735294118,3.617647059,0.176470588,-1.352941176,-0.264705882,-4.911764706,0.382352941,17,17,3.314285714,0.885714286,0.228571429,0.460382514,0.451027397,-0.685714286,-2.457142857,0.364277321,0.356456777,1.571428571,2.685714286,0.499759268,0.495713565,2.228571429,1.514285714,0.782293179,0.724842767,1.285714286,2,3.285714286,1.228571429,-0.657142857,2.114285714,-5.6,-2.085714286,24,11
ORL,12/28/2017,36,FALSE,FALSE,1,DET,34,FALSE,FALSE,1,H,W,102,89,13,-5.885714286,-2.2,-2.457142857,0.45716176,0.469282728,0.228571429,2.314285714,0.358674464,0.380952381,-2.428571429,-4.771428571,0.507761642,0.507855823,-1.714285714,-0.914285714,0.739368999,0.787122208,-2.457142857,-2.914285714,-5.371428571,-2.028571429,-0.771428571,-0.171428571,-4.885714286,0.428571429,11,24,1.181818182,0.272727273,3.757575758,0.44843365,0.465587045,1,2,0.380062305,0.371237458,-0.727272727,1.757575758,0.483493078,0.512087912,-0.363636364,-0.090909091,0.754330709,0.769592476,1.454545455,-1.393939394,0.060606061,-2.151515152,0.787878788,-2.03030303,-5.151515152,0.575757576,19,14
PHI,12/28/2017,34,FALSE,FALSE,2,POR,34,FALSE,FALSE,4,A,L,110,114,-4,-1,0.727272727,-1.636363636,0.456974323,0.440395095,0.242424242,0.454545455,0.349748744,0.346938776,0.484848485,-2.090909091,0.513513514,0.487218814,-2.696969697,-3.424242424,0.748378729,0.753393665,1.151515152,4.212121212,5.363636364,4.333333333,-1.03030303,-0.636363636,-3.515151515,2.333333333,15,18,1.363636364,0.121212121,0.818181818,0.442948264,0.445796064,0.575757576,-0.181818182,0.371323529,0.345498783,-0.454545455,1,0.472083749,0.487582362,0.545454545,-0.787878788,0.796536797,0.742698192,0.818181818,1.696969697,2.515151515,-0.212121212,-1.151515152,-0.181818182,-5.727272727,0.060606061,17,16
POR,12/28/2017,34,FALSE,FALSE,4,PHI,34,FALSE,FALSE,2,H,W,114,110,4,1.363636364,0.121212121,0.818181818,0.442948264,0.445796064,0.575757576,-0.181818182,0.371323529,0.345498783,-0.454545455,1,0.472083749,0.487582362,0.545454545,-0.787878788,0.796536797,0.742698192,0.818181818,1.696969697,2.515151515,-0.212121212,-1.151515152,-0.181818182,-5.727272727,0.060606061,17,16,-1,0.727272727,-1.636363636,0.456974323,0.440395095,0.242424242,0.454545455,0.349748744,0.346938776,0.484848485,-2.090909091,0.513513514,0.487218814,-2.696969697,-3.424242424,0.748378729,0.753393665,1.151515152,4.212121212,5.363636364,4.333333333,-1.03030303,-0.636363636,-3.515151515,2.333333333,15,18
SAS,12/28/2017,36,FALSE,FALSE,1,NYK,35,TRUE,TRUE,0,H,W,119,107,12,3.314285714,0.885714286,0.228571429,0.460382514,0.451027397,-0.685714286,-2.457142857,0.364277321,0.356456777,1.571428571,2.685714286,0.499759268,0.495713565,2.228571429,1.514285714,0.782293179,0.724842767,1.285714286,2,3.285714286,1.228571429,-0.657142857,2.114285714,-5.6,-2.085714286,24,11,0.235294118,2.529411765,0.852941176,0.466323024,0.441166262,-3.794117647,-10.14705882,0.357908847,0.362969753,6.323529412,11,0.503696858,0.488826816,-1.029411765,-1.823529412,0.793205318,0.774018945,0.882352941,2.735294118,3.617647059,0.176470588,-1.352941176,-0.264705882,-4.911764706,0.382352941,17,17
ATL,12/29/2017,35,TRUE,FALSE,1,TOR,34,FALSE,FALSE,1,A,L,98,111,-13,-4.382352941,-1.617647059,-0.352941176,0.458405848,0.475563258,-0.794117647,-2.647058824,0.380122951,0.373358349,-0.823529412,2.294117647,0.49868213,0.535459043,-0.352941176,-1,0.786135693,0.765449438,-1.470588235,-2.117647059,-3.588235294,-1.647058824,0.5,-0.852941176,-5.970588235,-0.941176471,9,25,7.696969697,2.606060606,1.757575758,0.472566372,0.451391399,2.03030303,5.787878788,0.349570201,0.349299065,0.575757576,-4.03030303,0.544994376,0.497121926,0.454545455,-0.424242424,0.798701299,0.765306122,-0.545454545,1.03030303,0.484848485,0.909090909,1.151515152,0.484848485,-7.090909091,1.727272727,23,10
BKN,12/29/2017,35,FALSE,FALSE,1,MIA,35,TRUE,FALSE,2,A,W,111,87,24,-3.294117647,-3.294117647,-1.882352941,0.44040404,0.468029005,2.558823529,8.411764706,0.350085179,0.364864865,-5.852941176,-10.29411765,0.499443207,0.510717614,0.735294118,1.705882353,0.748502994,0.772200772,0.705882353,-1.264705882,-0.558823529,0.705882353,-1.352941176,-1.529411765,-6.470588235,-0.735294118,12,22,-1.323529412,0.058823529,-0.558823529,0.456513894,0.452688172,2.264705882,6.441176471,0.370817844,0.375729288,-2.205882353,-7,0.510914454,0.48680807,-3.705882353,-4.235294118,0.762282092,0.783225806,-0.911764706,0,-0.911764706,0.882352941,-0.352941176,0.529411765,-4,1.470588235,18,16
CHA,12/29/2017,35,FALSE,FALSE,1,GSW,36,TRUE,FALSE,1,A,W,111,100,11,-2.147058824,-2.470588235,-1.5,0.436239316,0.456989247,-2.058823529,-5.764705882,0.350588235,0.351816444,-0.411764706,4.264705882,0.471325301,0.513989637,4.852941176,8.558823529,0.73024236,0.802431611,2.382352941,0.823529412,3.205882353,-2.794117647,-0.382352941,-0.352941176,-10,-4.647058824,12,22,10.34285714,5.028571429,-4.257142857,0.506840174,0.426891291,1.2,0.542857143,0.385714286,0.352085354,3.828571429,-4.8,0.572162301,0.463356974,-0.914285714,-2.571428571,0.810393258,0.759351621,-2.657142857,5.542857143,2.885714286,7.571428571,-0.4,4.628571429,-2.8,1.428571429,28,7
CHI,12/29/2017,35,FALSE,FALSE,1,IND,36,FALSE,FALSE,1,H,W,119,107,12,-6.147058824,-1.558823529,2.235294118,0.43334447,0.462804251,-0.411764706,-0.529411765,0.350299401,0.357843137,-1.147058824,2.764705882,0.475138122,0.519240907,-2.617647059,-2.029411765,0.731466227,0.788461538,1.441176471,-1.941176471,-0.5,-1.264705882,0.176470588,-1.029411765,-3.882352941,2.147058824,12,22,0.771428571,0.257142857,-1.6,0.479055851,0.467362924,-1.571428571,-5.6,0.386951631,0.367741935,1.828571429,4,0.517697027,0.521980798,1.828571429,1.228571429,0.774240232,0.726851852,-1.514285714,0.142857143,-1.371428571,-1.057142857,1.142857143,-0.628571429,-5.371428571,0.114285714,19,16
DAL,12/29/2017,37,FALSE,FALSE,1,NOP,35,TRUE,FALSE,1,A,W,128,120,8,-2.777777778,-0.25,2.666666667,0.443929871,0.461564742,0.861111111,3.027777778,0.358523726,0.366375121,-1.111111111,-0.361111111,0.495490716,0.51317176,-3.138888889,-3.972222222,0.77265745,0.77581864,-0.666666667,-3.833333333,-4.5,-0.416666667,-1.111111111,-0.611111111,-7.277777778,-0.638888889,11,25,0.235294118,0.147058824,-4.617647059,0.4906639,0.463758609,-0.147058824,-1.735294118,0.388282026,0.371482176,0.294117647,-2.882352941,0.54535809,0.513363591,0.088235294,0.764705882,0.750341064,0.773691655,-1.970588235,1.588235294,-0.382352941,2.823529412,-1.411764706,0.647058824,-4.852941176,-0.794117647,18,16
GSW,12/29/2017,36,TRUE,FALSE,1,CHA,35,FALSE,FALSE,1,H,L,100,111,-11,10.34285714,5.028571429,-4.257142857,0.506840174,0.426891291,1.2,0.542857143,0.385714286,0.352085354,3.828571429,-4.8,0.572162301,0.463356974,-0.914285714,-2.571428571,0.810393258,0.759351621,-2.657142857,5.542857143,2.885714286,7.571428571,-0.4,4.628571429,-2.8,1.428571429,28,7,-2.147058824,-2.470588235,-1.5,0.436239316,0.456989247,-2.058823529,-5.764705882,0.350588235,0.351816444,-0.411764706,4.264705882,0.471325301,0.513989637,4.852941176,8.558823529,0.73024236,0.802431611,2.382352941,0.823529412,3.205882353,-2.794117647,-0.382352941,-0.352941176,-10,-4.647058824,12,22
HOU,12/29/2017,34,TRUE,TRUE,0,WAS,36,FALSE,FALSE,1,A,L,103,121,-18,9.242424242,-0.666666667,-1.636363636,0.464998186,0.463891853,5.363636364,14.18181818,0.368644068,0.363924051,-6.03030303,-15.81818182,0.566741238,0.514761138,5.212121212,5.151515152,0.798165138,0.746438746,1,2.333333333,3.333333333,0.393939394,1.181818182,-0.121212121,-6.363636364,-0.424242424,25,8,1.771428571,1.228571429,1.885714286,0.456478405,0.452105978,-0.4,-2.771428571,0.359649123,0.338949455,1.628571429,4.657142857,0.498570067,0.511111111,-0.285714286,-0.657142857,0.762899263,0.753882915,-0.171428571,-0.8,-0.971428571,0.885714286,1,-0.485714286,-8,0.714285714,19,16
IND,12/29/2017,36,FALSE,FALSE,1,CHI,35,FALSE,FALSE,1,A,L,107,119,-12,0.771428571,0.257142857,-1.6,0.479055851,0.467362924,-1.571428571,-5.6,0.386951631,0.367741935,1.828571429,4,0.517697027,0.521980798,1.828571429,1.228571429,0.774240232,0.726851852,-1.514285714,0.142857143,-1.371428571,-1.057142857,1.142857143,-0.628571429,-5.371428571,0.114285714,19,16,-6.147058824,-1.558823529,2.235294118,0.43334447,0.462804251,-0.411764706,-0.529411765,0.350299401,0.357843137,-1.147058824,2.764705882,0.475138122,0.519240907,-2.617647059,-2.029411765,0.731466227,0.788461538,1.441176471,-1.941176471,-0.5,-1.264705882,0.176470588,-1.029411765,-3.882352941,2.147058824,12,22
LAC,12/29/2017,34,FALSE,FALSE,2,LAL,34,FALSE,FALSE,1,A,W,121,106,15,-0.939393939,-0.303030303,-0.151515152,0.452329749,0.45509839,0.151515152,1.151515152,0.356495468,0.365445026,-0.454545455,-1.303030303,0.505286589,0.501630435,-0.484848485,0.363636364,0.743362832,0.775353017,0.303030303,-0.606060606,-0.303030303,-3.151515152,-0.515151515,-0.363636364,-7.696969697,-0.757575758,14,19,-3.454545455,-0.787878788,-0.424242424,0.451099831,0.457729875,-1.181818182,-2.363636364,0.328125,0.341889117,0.393939394,1.939393939,0.50461389,0.514285714,-0.696969697,1.606060606,0.689308176,0.769541779,1.121212121,-0.242424242,0.878787879,0.212121212,0.181818182,-0.575757576,-4.545454545,1.666666667,11,22
LAL,12/29/2017,34,FALSE,FALSE,1,LAC,34,FALSE,FALSE,2,H,L,106,121,-15,-3.454545455,-0.787878788,-0.424242424,0.451099831,0.457729875,-1.181818182,-2.363636364,0.328125,0.341889117,0.393939394,1.939393939,0.50461389,0.514285714,-0.696969697,1.606060606,0.689308176,0.769541779,1.121212121,-0.242424242,0.878787879,0.212121212,0.181818182,-0.575757576,-4.545454545,1.666666667,11,22,-0.939393939,-0.303030303,-0.151515152,0.452329749,0.45509839,0.151515152,1.151515152,0.356495468,0.365445026,-0.454545455,-1.303030303,0.505286589,0.501630435,-0.484848485,0.363636364,0.743362832,0.775353017,0.303030303,-0.606060606,-0.303030303,-3.151515152,-0.515151515,-0.363636364,-7.696969697,-0.757575758,14,19
